br_exp_ID,br_ID,util_name,billing_period,payment_amount,payment_date
6980,10,Electricity,2025-11,969.74,2025-11-28
6981,10,Water,2025-11,129.85,2025-11-28
6982,10,Internet,2025-11,249.56,2025-11-28
6983,10,Maintenance,2025-11,542.55,2025-11-28
6984,10,Waste Management,2025-11,162.27,2025-11-28
6985,11,Rent,2025-11,7164.31,2025-11-28
6986,11,Electricity,2025-11,895.45,2025-11-28
6987,11,Water,2025-11,121.37,2025-11-28
6988,11,Internet,2025-11,249.56,2025-11-28
6989,11,Maintenance,2025-11,656.39,2025-11-28
6990,11,Waste Management,2025-11,156.32,2025-11-28
6991,12,Rent,2025-11,5791.15,2025-11-28
6992,12,Electricity,2025-11,747.77,2025-11-28
6993,12,Water,2025-11,103.28,2025-11-28
6994,12,Internet,2025-11,249.56,2025-11-28
6995,12,Maintenance,2025-11,636.75,2025-11-28
6996,12,Waste Management,2025-11,123.06,2025-11-28
6997,13,Rent,2025-11,3940.37,2025-11-28
6998,13,Electricity,2025-11,484.35,2025-11-28
6999,13,Water,2025-11,72.15,2025-11-28
7000,13,Internet,2025-11,249.56,2025-11-28
7001,13,Maintenance,2025-11,278.86,2025-11-28
7002,13,Waste Management,2025-11,83.87,2025-11-28
7003,14,Rent,2025-11,6447.88,2025-11-28
7004,14,Electricity,2025-11,845.84,2025-11-28
7005,14,Water,2025-11,119.72,2025-11-28
7006,14,Internet,2025-11,249.56,2025-11-28
7007,14,Maintenance,2025-11,724.31,2025-11-28
7008,14,Waste Management,2025-11,147.03,2025-11-28
7009,15,Rent,2025-11,6089.67,2025-11-28
7010,15,Electricity,2025-11,818.15,2025-11-28
7011,15,Water,2025-11,107.81,2025-11-28
7012,15,Internet,2025-11,249.56,2025-11-28
7013,15,Maintenance,2025-11,630.72,2025-11-28
7014,15,Waste Management,2025-11,130.97,2025-11-28
7015,16,Rent,2025-11,8716.58,2025-11-28
7016,16,Electricity,2025-11,1073.39,2025-11-28
7017,16,Water,2025-11,155.75,2025-11-28
7018,16,Internet,2025-11,249.56,2025-11-28
7019,16,Maintenance,2025-11,761.40,2025-11-28
7020,16,Waste Management,2025-11,189.13,2025-11-28
7021,17,Rent,2025-11,8358.37,2025-11-28
7022,17,Electricity,2025-11,1006.46,2025-11-28
7023,17,Water,2025-11,148.29,2025-11-28
7024,17,Internet,2025-11,249.56,2025-11-28
7025,17,Maintenance,2025-11,828.70,2025-11-28
7026,17,Waste Management,2025-11,194.16,2025-11-28
7027,1,Rent,2025-12,15462.98,2025-12-28
7028,1,Electricity,2025-12,1943.07,2025-12-28
7029,1,Water,2025-12,288.62,2025-12-28
7030,1,Internet,2025-12,249.56,2025-12-28
7031,1,Maintenance,2025-12,1235.88,2025-12-28
7032,1,Waste Management,2025-12,331.89,2025-12-28
7033,2,Rent,2025-12,11880.82,2025-12-28
7034,2,Electricity,2025-12,1469.44,2025-12-28
7035,2,Water,2025-12,195.62,2025-12-28
7036,2,Internet,2025-12,249.56,2025-12-28
7037,2,Maintenance,2025-12,1364.10,2025-12-28
7038,2,Waste Management,2025-12,269.32,2025-12-28
7039,3,Rent,2025-12,9850.93,2025-12-28
7040,3,Electricity,2025-12,1178.67,2025-12-28
7041,3,Water,2025-12,178.89,2025-12-28
7042,3,Internet,2025-12,249.56,2025-12-28
7043,3,Maintenance,2025-12,1002.67,2025-12-28
7044,3,Waste Management,2025-12,214.33,2025-12-28
7045,4,Rent,2025-12,8000.15,2025-12-28
7046,4,Electricity,2025-12,982.64,2025-12-28
7047,4,Water,2025-12,134.09,2025-12-28
7048,4,Internet,2025-12,249.56,2025-12-28
7049,4,Maintenance,2025-12,563.98,2025-12-28
7050,4,Waste Management,2025-12,171.52,2025-12-28
7051,5,Rent,2025-12,6209.07,2025-12-28
7052,5,Electricity,2025-12,759.71,2025-12-28
7053,5,Water,2025-12,117.13,2025-12-28
7054,5,Internet,2025-12,249.56,2025-12-28
7055,5,Maintenance,2025-12,492.78,2025-12-28
7056,5,Waste Management,2025-12,140.47,2025-12-28
7057,6,Rent,2025-12,8179.26,2025-12-28
7058,6,Electricity,2025-12,986.97,2025-12-28
7059,6,Water,2025-12,135.70,2025-12-28
7060,6,Internet,2025-12,249.56,2025-12-28
7061,6,Maintenance,2025-12,564.08,2025-12-28
7062,6,Waste Management,2025-12,181.33,2025-12-28
7063,7,Rent,2025-12,7044.91,2025-12-28
7064,7,Electricity,2025-12,925.55,2025-12-28
7065,7,Water,2025-12,118.07,2025-12-28
7066,7,Internet,2025-12,249.56,2025-12-28
7067,7,Maintenance,2025-12,570.42,2025-12-28
7068,7,Waste Management,2025-12,158.08,2025-12-28
7069,8,Rent,2025-12,7701.64,2025-12-28
7070,8,Electricity,2025-12,974.90,2025-12-28
7071,8,Water,2025-12,144.67,2025-12-28
7072,8,Internet,2025-12,249.56,2025-12-28
7073,8,Maintenance,2025-12,581.60,2025-12-28
7074,8,Waste Management,2025-12,175.87,2025-12-28
7075,9,Rent,2025-12,6029.96,2025-12-28
7076,9,Electricity,2025-12,795.42,2025-12-28
7077,9,Water,2025-12,105.60,2025-12-28
7078,9,Internet,2025-12,249.56,2025-12-28
7079,9,Maintenance,2025-12,560.17,2025-12-28
7080,9,Waste Management,2025-12,128.22,2025-12-28
7081,10,Rent,2025-12,7462.83,2025-12-28
7082,10,Electricity,2025-12,1022.98,2025-12-28
7083,10,Water,2025-12,135.54,2025-12-28
7084,10,Internet,2025-12,249.56,2025-12-28
7085,10,Maintenance,2025-12,628.96,2025-12-28
7086,10,Waste Management,2025-12,168.45,2025-12-28
7087,11,Rent,2025-12,7164.31,2025-12-28
7088,11,Electricity,2025-12,957.96,2025-12-28
7089,11,Water,2025-12,121.09,2025-12-28
7090,11,Internet,2025-12,249.56,2025-12-28
7091,11,Maintenance,2025-12,643.62,2025-12-28
7092,11,Waste Management,2025-12,154.52,2025-12-28
7093,12,Rent,2025-12,5791.15,2025-12-28
7094,12,Electricity,2025-12,697.12,2025-12-28
7095,12,Water,2025-12,107.49,2025-12-28
7096,12,Internet,2025-12,249.56,2025-12-28
7097,12,Maintenance,2025-12,409.54,2025-12-28
7098,12,Waste Management,2025-12,133.44,2025-12-28
7099,13,Rent,2025-12,3940.37,2025-12-28
7100,13,Electricity,2025-12,498.65,2025-12-28
7101,13,Water,2025-12,76.64,2025-12-28
7102,13,Internet,2025-12,249.56,2025-12-28
7103,13,Maintenance,2025-12,372.93,2025-12-28
7104,13,Waste Management,2025-12,89.68,2025-12-28
7105,14,Rent,2025-12,6447.88,2025-12-28
7106,14,Electricity,2025-12,886.14,2025-12-28
7107,14,Water,2025-12,108.68,2025-12-28
7108,14,Internet,2025-12,249.56,2025-12-28
7109,14,Maintenance,2025-12,510.77,2025-12-28
7110,14,Waste Management,2025-12,149.43,2025-12-28
7111,15,Rent,2025-12,6089.67,2025-12-28
7112,15,Electricity,2025-12,732.71,2025-12-28
7113,15,Water,2025-12,101.75,2025-12-28
7114,15,Internet,2025-12,249.56,2025-12-28
7115,15,Maintenance,2025-12,590.24,2025-12-28
7116,15,Waste Management,2025-12,132.66,2025-12-28
7117,16,Rent,2025-12,8716.58,2025-12-28
7118,16,Electricity,2025-12,1174.57,2025-12-28
7119,16,Water,2025-12,142.78,2025-12-28
7120,16,Internet,2025-12,249.56,2025-12-28
7121,16,Maintenance,2025-12,692.02,2025-12-28
7122,16,Waste Management,2025-12,197.29,2025-12-28
7123,17,Rent,2025-12,8358.37,2025-12-28
7124,17,Electricity,2025-12,1092.52,2025-12-28
7125,17,Water,2025-12,137.65,2025-12-28
7126,17,Internet,2025-12,249.56,2025-12-28
7127,17,Maintenance,2025-12,746.71,2025-12-28
7128,17,Waste Management,2025-12,183.52,2025-12-28
