br_exp_ID,br_ID,util_name,billing_period,payment_amt,payment_date
5756,10,Electricity,2024-11,872.58,2024-11-28
5757,10,Water,2024-11,124.22,2024-11-28
5758,10,Internet,2024-11,242.29,2024-11-28
5759,10,Maintenance,2024-11,714.04,2024-11-28
5760,10,Waste Management,2024-11,158.91,2024-11-28
5761,11,Rent,2024-11,6955.64,2024-11-28
5762,11,Electricity,2024-11,901.35,2024-11-28
5763,11,Water,2024-11,135.74,2024-11-28
5764,11,Internet,2024-11,242.29,2024-11-28
5765,11,Maintenance,2024-11,744.14,2024-11-28
5766,11,Waste Management,2024-11,152.00,2024-11-28
5767,12,Rent,2024-11,5622.48,2024-11-28
5768,12,Electricity,2024-11,749.35,2024-11-28
5769,12,Water,2024-11,95.51,2024-11-28
5770,12,Internet,2024-11,242.29,2024-11-28
5771,12,Maintenance,2024-11,560.45,2024-11-28
5772,12,Waste Management,2024-11,130.06,2024-11-28
5773,13,Rent,2024-11,3825.60,2024-11-28
5774,13,Electricity,2024-11,503.42,2024-11-28
5775,13,Water,2024-11,72.07,2024-11-28
5776,13,Internet,2024-11,242.29,2024-11-28
5777,13,Maintenance,2024-11,285.31,2024-11-28
5778,13,Waste Management,2024-11,87.94,2024-11-28
5779,14,Rent,2024-11,6260.08,2024-11-28
5780,14,Electricity,2024-11,751.20,2024-11-28
5781,14,Water,2024-11,121.91,2024-11-28
5782,14,Internet,2024-11,242.29,2024-11-28
5783,14,Maintenance,2024-11,665.33,2024-11-28
5784,14,Waste Management,2024-11,132.51,2024-11-28
5785,15,Rent,2024-11,5912.30,2024-11-28
5786,15,Electricity,2024-11,775.65,2024-11-28
5787,15,Water,2024-11,100.17,2024-11-28
5788,15,Internet,2024-11,242.29,2024-11-28
5789,15,Maintenance,2024-11,582.33,2024-11-28
5790,15,Waste Management,2024-11,130.09,2024-11-28
5791,16,Rent,2024-11,8462.70,2024-11-28
5792,16,Electricity,2024-11,1152.88,2024-11-28
5793,16,Water,2024-11,143.58,2024-11-28
5794,16,Internet,2024-11,242.29,2024-11-28
5795,16,Maintenance,2024-11,876.43,2024-11-28
5796,16,Waste Management,2024-11,187.92,2024-11-28
5797,17,Rent,2024-11,8114.92,2024-11-28
5798,17,Electricity,2024-11,1040.54,2024-11-28
5799,17,Water,2024-11,146.56,2024-11-28
5800,17,Internet,2024-11,242.29,2024-11-28
5801,17,Maintenance,2024-11,904.81,2024-11-28
5802,17,Waste Management,2024-11,170.92,2024-11-28
5803,1,Rent,2024-12,15012.60,2024-12-28
5804,1,Electricity,2024-12,1936.05,2024-12-28
5805,1,Water,2024-12,262.78,2024-12-28
5806,1,Internet,2024-12,242.29,2024-12-28
5807,1,Maintenance,2024-12,1249.82,2024-12-28
5808,1,Waste Management,2024-12,337.44,2024-12-28
5809,2,Rent,2024-12,11534.78,2024-12-28
5810,2,Electricity,2024-12,1541.19,2024-12-28
5811,2,Water,2024-12,194.86,2024-12-28
5812,2,Internet,2024-12,242.29,2024-12-28
5813,2,Maintenance,2024-12,1161.48,2024-12-28
5814,2,Waste Management,2024-12,250.49,2024-12-28
5815,3,Rent,2024-12,9564.01,2024-12-28
5816,3,Electricity,2024-12,1184.13,2024-12-28
5817,3,Water,2024-12,161.31,2024-12-28
5818,3,Internet,2024-12,242.29,2024-12-28
5819,3,Maintenance,2024-12,786.50,2024-12-28
5820,3,Waste Management,2024-12,208.67,2024-12-28
5821,4,Rent,2024-12,7767.14,2024-12-28
5822,4,Electricity,2024-12,941.09,2024-12-28
5823,4,Water,2024-12,125.31,2024-12-28
5824,4,Internet,2024-12,242.29,2024-12-28
5825,4,Maintenance,2024-12,609.59,2024-12-28
5826,4,Waste Management,2024-12,178.55,2024-12-28
5827,5,Rent,2024-12,6028.23,2024-12-28
5828,5,Electricity,2024-12,731.36,2024-12-28
5829,5,Water,2024-12,114.80,2024-12-28
5830,5,Internet,2024-12,242.29,2024-12-28
5831,5,Maintenance,2024-12,690.20,2024-12-28
5832,5,Waste Management,2024-12,127.52,2024-12-28
5833,6,Rent,2024-12,7941.03,2024-12-28
5834,6,Electricity,2024-12,1086.24,2024-12-28
5835,6,Water,2024-12,144.95,2024-12-28
5836,6,Internet,2024-12,242.29,2024-12-28
5837,6,Maintenance,2024-12,834.01,2024-12-28
5838,6,Waste Management,2024-12,173.64,2024-12-28
5839,7,Rent,2024-12,6839.72,2024-12-28
5840,7,Electricity,2024-12,914.19,2024-12-28
5841,7,Water,2024-12,131.14,2024-12-28
5842,7,Internet,2024-12,242.29,2024-12-28
5843,7,Maintenance,2024-12,719.79,2024-12-28
5844,7,Waste Management,2024-12,145.74,2024-12-28
5845,8,Rent,2024-12,7477.32,2024-12-28
5846,8,Electricity,2024-12,993.84,2024-12-28
5847,8,Water,2024-12,135.14,2024-12-28
5848,8,Internet,2024-12,242.29,2024-12-28
5849,8,Maintenance,2024-12,688.02,2024-12-28
5850,8,Waste Management,2024-12,173.63,2024-12-28
5851,9,Rent,2024-12,5854.33,2024-12-28
5852,9,Electricity,2024-12,818.49,2024-12-28
5853,9,Water,2024-12,106.92,2024-12-28
5854,9,Internet,2024-12,242.29,2024-12-28
5855,9,Maintenance,2024-12,642.30,2024-12-28
5856,9,Waste Management,2024-12,125.16,2024-12-28
5857,10,Rent,2024-12,7245.46,2024-12-28
5858,10,Electricity,2024-12,900.49,2024-12-28
5859,10,Water,2024-12,127.79,2024-12-28
5860,10,Internet,2024-12,242.29,2024-12-28
5861,10,Maintenance,2024-12,642.15,2024-12-28
5862,10,Waste Management,2024-12,154.68,2024-12-28
5863,11,Rent,2024-12,6955.64,2024-12-28
5864,11,Electricity,2024-12,853.27,2024-12-28
5865,11,Water,2024-12,133.73,2024-12-28
5866,11,Internet,2024-12,242.29,2024-12-28
5867,11,Maintenance,2024-12,751.29,2024-12-28
5868,11,Waste Management,2024-12,151.14,2024-12-28
5869,12,Rent,2024-12,5622.48,2024-12-28
5870,12,Electricity,2024-12,717.63,2024-12-28
5871,12,Water,2024-12,106.88,2024-12-28
5872,12,Internet,2024-12,242.29,2024-12-28
5873,12,Maintenance,2024-12,631.50,2024-12-28
5874,12,Waste Management,2024-12,122.92,2024-12-28
5875,13,Rent,2024-12,3825.60,2024-12-28
5876,13,Electricity,2024-12,489.61,2024-12-28
5877,13,Water,2024-12,71.72,2024-12-28
5878,13,Internet,2024-12,242.29,2024-12-28
5879,13,Maintenance,2024-12,280.52,2024-12-28
5880,13,Waste Management,2024-12,84.72,2024-12-28
5881,14,Rent,2024-12,6260.08,2024-12-28
5882,14,Electricity,2024-12,871.20,2024-12-28
5883,14,Water,2024-12,118.24,2024-12-28
5884,14,Internet,2024-12,242.29,2024-12-28
5885,14,Maintenance,2024-12,492.60,2024-12-28
5886,14,Waste Management,2024-12,144.42,2024-12-28
5887,15,Rent,2024-12,5912.30,2024-12-28
5888,15,Electricity,2024-12,788.35,2024-12-28
5889,15,Water,2024-12,111.55,2024-12-28
5890,15,Internet,2024-12,242.29,2024-12-28
5891,15,Maintenance,2024-12,400.57,2024-12-28
5892,15,Waste Management,2024-12,130.06,2024-12-28
5893,16,Rent,2024-12,8462.70,2024-12-28
5894,16,Electricity,2024-12,1028.14,2024-12-28
5895,16,Water,2024-12,144.70,2024-12-28
5896,16,Internet,2024-12,242.29,2024-12-28
5897,16,Maintenance,2024-12,622.71,2024-12-28
5898,16,Waste Management,2024-12,195.40,2024-12-28
5899,17,Rent,2024-12,8114.92,2024-12-28
5900,17,Electricity,2024-12,1130.11,2024-12-28
5901,17,Water,2024-12,134.53,2024-12-28
5902,17,Internet,2024-12,242.29,2024-12-28
5903,17,Maintenance,2024-12,613.00,2024-12-28
5904,17,Waste Management,2024-12,178.33,2024-12-28
